IATA_ID,Name,WMO_ID,MSC_ID,Latitude,Longitude,Elevation(m),Data_Provider,Dataset/Network,AUTO/MAN,Province/Territory
CYCP,Blue River,,1160898,52.11690,-119.28500,690.4,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCQ,Chetwynd,,1181513,55.68720,-121.62700,609.3,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYCQ,Chetwynd,,1181507,55.68720,-121.62700,609.3,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCS,Chesterfield Inlet,,2300710,63.34710,-90.73120,9.7,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYCS,Chesterfield Inlet,,2300701,63.34710,-90.73120,9.7,NAV CANADA,NC-HWOS,MAN,Nunavut
CYCX,Gagetown,71701,8101792,45.84,-66.44,51,,,MAN,New Brunswick
CYCY,Clyde River,71090,2400804,70.48590,-68.51690,26.5,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYCY,Clyde River,71090,2400803,70.48590,-68.51690,26.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYDA,Dawson City,,2100407,64.04210,-139.13000,370.3,NAV CANADA,NC-AWOS,AUTO,Yukon
CYDA,Dawson City,,2100401,64.04210,-139.13000,370.3,NAV CANADA,NC-HWOS,MAN,Yukon
CYDB,Burwash,71001,2100181,61.37070,-139.04000,806.2,NAV CANADA,NC-AWOS,AUTO,Yukon
CYDB,Burwash,71001,2100180,61.37070,-139.04000,806.2,NAV CANADA,NC-HWOS,MAN,Yukon
CYDC,Princeton,,1126518,49.46790,-120.51200,701.6,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYDC,Princeton,,1126511,49.46790,-120.51200,701.6,NAV CANADA,NC-HWOS,MAN,British Columbia
CYDF,Deer Lake,71809,8401502,49.20920,-57.39440,21.9,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYDL,Dease Lake,71686,1192341,58.42230,-130.03200,802.8,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYDN,Dauphin (Lt. Col W.G. (Billy) Ba,71036,5040689,51.10080,-100.05200,304.5,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYDP,Nain,71902,8502810,56.55060,-61.68220,6.4,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYDP,Nain,71902,8502801,56.55060,-61.68220,6.4,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYDQ,Dawson Creek,71471,1182289,55.74230,-120.18300,654.4,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYED,Edmonton Namao,71121,3012210,53.67,-113.48,688,,,MAN,Alberta
CYEG,Edmonton International,71123,3012216,53.30990,-113.57900,723.3,NAV CANADA,NC-HWOS,MAN,Alberta
CYEK,Arviat,71174,2300427,61.09400,-94.07160,10.4,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYEK,Arviat,71174,2300428,61.09400,-94.07160,10.4,NAV CANADA,NC-HWOS,MAN,Nunavut
CYEN,Estevan,71862,4012403,49.21030,-102.96600,580.3,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYER,Fort Severn,71099,6012501,56.01900,-87.67620,15.8,NAV CANADA,NC-AWOS,AUTO,Ontario
CYET,Edson,71167,3062239,53.57890,-116.46500,927.5,NAV CANADA,NC-AWOS,AUTO,Alberta
CYEV,Inuvik (Mike Zubko),,2202571,68.30380,-133.48300,67.7,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYFB,Iqaluit,,2402596,63.75660,-68.55610,33.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYFC,Fredericton,71700,8101505,45.86890,-66.53720,20.4,NAV CANADA,NC-AWOS,AUTO,New Brunswick
CYFO,Flin Flon,,5050973,54.67810,-101.68200,304.1,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYFO,Flin Flon,,5050961,54.67810,-101.68200,304.1,NAV CANADA,NC-HWOS,MAN,Manitoba
CYFR,Fort Resolution,,2202010,61.18080,-113.69000,160.6,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYFR,Fort Resolution,,2202001,61.18080,-113.69000,160.6,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYFS,Fort Simpson,71946,2202104,61.76020,-121.23800,169.5,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYFS,Fort Simpson,71946,2202103,61.76020,-121.23800,169.5,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYFT,Makkovik,,8502580,55.07720,-59.18750,70.4,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYFT,Makkovik,,8502588,55.07720,-59.18750,70.4,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYGE,Golden,,1173214,51.29920,-116.98200,785.2,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYGE,Golden,,1173209,51.29920,-116.98200,785.2,NAV CANADA,NC-HWOS,MAN,British Columbia
CYGH,Fort Good Hope,,2201406,66.24060,-128.64800,81.4,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYGH,Fort Good Hope,,2201401,66.24060,-128.64800,81.4,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYGK,Kingston,,6104152,44.22590,-76.59660,92.3,NAV CANADA,NC-AWOS,AUTO,Ontario
CYGK,Kingston,,6104149,44.22590,-76.59660,92.3,NAV CANADA,NC-HWOS,MAN,Ontario
CYGL,La Grande Riviere,71827,7093716,53.62530,-77.70420,195.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYGP,Gaspe (Michel-Pouliot),71188,7052602,48.77530,-64.47970,34.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGP,Gaspe (Michel-Pouliot),71188,7052601,48.77530,-64.47970,34.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYGQ,Geraldton (Greenstone Regional),71834,6042718,49.77870,-86.93860,348.4,NAV CANADA,NC-AWOS,AUTO,Ontario
CYGR,Iles-de-la-Madeleine,71709,7053254,47.42500,-61.77810,10.7,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGR,Iles-de-la-Madeleine,71709,7053250,47.42500,-61.77810,10.7,NAV CANADA,NC-HWOS,MAN,Quebec
CYGT,Igloolik,,2402546,69.36470,-81.81650,52.7,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYGT,Igloolik,,2402541,69.36470,-81.81650,52.7,NAV CANADA,NC-HWOS,MAN,Nunavut
CYGV,Havre St-Pierre,71584,7043019,50.28190,-63.61140,38.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGW,Kuujjuarapik,,7103537,55.28190,-77.76530,12.2,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGX,Gillam,71912,5061022,56.35770,-94.71070,145.1,NAV CANADA,NC-HWOS,MAN,Manitoba
CYHA,Quaqtaq,,7116273,61.04640,-69.61780,32.3,NAV CANADA,NC-AWOS,AUTO,Quebec
CYHA,Quaqtaq,,7116271,61.04640,-69.61780,32.3,NAV CANADA,NC-HWOS,MAN,Quebec
CYHC,Vancouver Harbour,,110Q44V,49.29440,-123.11100,0.0,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYHD,Dryden Regional,71527,6032125,49.83170,-92.74420,412.7,NAV CANADA,NC-AWOS,AUTO,Ontario
CYHE,Hope,71187,1113542,49.36830,-121.49800,39.0,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYHI,Ulukhaktok,,2502503,70.76280,-117.80600,36.0,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYHI,Ulukhaktok,,2502502,70.76280,-117.80600,36.0,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYHK,Gjoa Haven,71597,2302337,68.63560,-95.85030,46.9,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYHK,Gjoa Haven,71597,2302336,68.63560,-95.85030,46.9,NAV CANADA,NC-HWOS,MAN,Nunavut
CYHM,Hamilton,71263,6153193,43.17370,-79.93510,237.7,NAV CANADA,NC-HWOS,MAN,Ontario
CYHU,Montreal/St-Hubert,71371,7027329,45.51810,-73.41690,27.4,NAV CANADA,NC-AWOS,AUTO,Quebec
CYHY,Hay River/Merlyn Carter Airport,71935,2202403,60.83980,-115.78300,164.9,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYHY,Hay River/Merlyn Carter Airport,71935,2202401,60.83980,-115.78300,164.9,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYHZ,Halifax/Stanfield Intl,71395,8202249,44.88120,-63.50870,145.4,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYHZ,Halifax/Stanfield Intl,71395,8202251,44.88120,-63.50870,145.4,NAV CANADA,NC-HWOS,MAN,Nova Scotia
CYIK,Ivujivik,,7103329,62.41720,-77.92530,38.7,NAV CANADA,NC-AWOS,AUTO,Quebec
CYIK,Ivujivik,,7103328,62.41720,-77.92530,38.7,NAV CANADA,NC-HWOS,MAN,Quebec
CYIN,Clinton/Bleibler Ranch,71717,1161662,51.25000,-121.68300,1126.2,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYIO,Pond Inlet,71095,2403206,72.68950,-77.96890,61.6,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYIO,Pond Inlet,71095,2403205,72.68950,-77.96890,61.6,NAV CANADA,NC-HWOS,MAN,Nunavut
CYIV,Island Lake,71145,5061374,53.85710,-94.65370,235.3,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYJF,Fort Liard,,2201581,60.23560,-123.47000,215.7,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYJF,Fort Liard,,2201576,60.23560,-123.47000,215.7,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYJN,St. Jean,,7027394,45.29440,-73.28170,41.5,NAV CANADA,NC-AWOS,AUTO,Quebec
CYJT,Stephenville,71815,8403801,48.54150,-58.54990,24.7,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYKA,Kamloops,71887,1163781,50.70250,-120.44900,345.3,NAV CANADA,NC-HWOS,MAN,British Columbia
CYKD,Aklavik/Freddie Carmichael,,2200105,68.22340,-135.00600,6.4,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYKF,Kitchener/Waterloo,71368,6144239,43.46080,-80.37870,321.3,NAV CANADA,NC-AWOS,AUTO,Ontario
CYKG,Kangiqsujuaq (Wakeham Bay),,7113380,61.58860,-71.92940,157.5,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKG,Kangiqsujuaq (Wakeham Bay),,7113379,61.58860,-71.92940,157.5,NAV CANADA,NC-HWOS,MAN,Quebec
CYKJ,Key Lake,71499,4063757,57.25640,-105.61800,513.9,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYKL,Schefferville,71921,7117823,54.80530,-66.80530,520.9,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKO,Akulivik,,7100072,60.81860,-78.14860,23.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKP,Ogoki Post,71652,6075786,51.65810,-85.90110,181.1,NAV CANADA,NC-AWOS,AUTO,Ontario
CYKQ,Waskaganish,,7098898,51.47330,-78.75830,24.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKQ,Waskaganish,,7098896,51.47330,-78.75830,24.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYKY,Kindersley Regional,71129,4043899,51.51510,-109.18100,693.7,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYKY,Kindersley Regional,71129,4043901,51.51510,-109.18100,693.7,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYLA,Aupaluk,,7110601,59.29670,-69.59970,36.8,NAV CANADA,NC-AWOS,AUTO,Quebec
CYLA,Aupaluk,,7110600,59.29670,-69.59970,36.8,NAV CANADA,NC-HWOS,MAN,Quebec
CYLC,Kimmirut,,2402673,62.84810,-69.87720,51.5,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYLC,Kimmirut,,2402671,62.84810,-69.87720,51.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYLD,Chapleau,71642,6061365,47.82020,-83.34690,448.0,NAV CANADA,NC-AWOS,AUTO,Ontario
CYLD,Chapleau,71642,6061362,47.82020,-83.34690,448.0,NAV CANADA,NC-HWOS,MAN,Ontario
CYLH,Lansdowne House,,6014351,52.19540,-87.93410,254.2,NAV CANADA,NC-AWOS,AUTO,Ontario
CYLJ,Meadow Lake,71125,4065063,54.12540,-108.52300,480.7,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYLJ,Meadow Lake,71125,4065057,54.12540,-108.52300,480.7,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYLK,Lutselk'e,,2202690,62.41820,-110.68200,178.6,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYLK,Lutselk'e,,2202687,62.41820,-110.68200,178.6,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYLL,Lloydminster,71871,3013959,53.31060,-110.07400,668.7,NAV CANADA,NC-AWOS,AUTO,Alberta
CYLL,Lloydminster,71871,3013958,53.31060,-110.07400,668.7,NAV CANADA,NC-HWOS,MAN,Alberta
CYLT,Alert,,2400302,82.52,-62.28,31,,,MAN,Nunavut
CYLU,Kangiqsualujjuaq (Georges River),,7113391,58.71140,-65.99280,66.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYLU,Kangiqsualujjuaq (Georges River),,7113390,58.71140,-65.99280,66.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYLW,Kelowna,71203,1123939,49.95720,-119.37800,432.8,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYMA,Mayo,71965,2100702,63.61640,-135.86800,503.8,NAV CANADA,NC-AWOS,AUTO,Yukon
CYMA,Mayo,71965,2100701,63.61640,-135.86800,503.8,NAV CANADA,NC-HWOS,MAN,Yukon
CYMH,Mary's Harbour,71339,8502592,52.30280,-55.84780,10.7,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYMJ,Moose Jaw,,4015320,50.33,-105.56,577,,,MAN,Saskatchewan
CYMM,Fort McMurray,71689,3062697,56.65320,-111.22300,369.1,NAV CANADA,NC-AWOS,AUTO,Alberta
CYMO,Moosonee,71398,6075420,51.29200,-80.60830,9.1,NAV CANADA,NC-AWOS,AUTO,Ontario
CYMT,Chibougamau/Chapais,71822,7091409,49.77190,-74.52800,387.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYMU,Umiujaq,,7108564,56.53610,-76.51830,76.5,NAV CANADA,NC-AWOS,AUTO,Quebec
CYMU,Umiujaq,,7108566,56.53610,-76.51830,76.5,NAV CANADA,NC-HWOS,MAN,Quebec
CYMX,Montreal/Mirabel International,,7034900,45.68040,-74.03870,82.6,NAV CANADA,NC-HWOS,MAN,Quebec
CYNA,Natashquan,71513,7045398,50.19000,-61.78890,11.9,NAV CANADA,NC-AWOS,AUTO,Quebec
CYNC,Wemindji,,7098908,53.01060,-78.83110,20.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYNC,Wemindji,,7098905,53.01060,-78.83110,20.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYND,Ottawa/Gatineau,,7032685,45.52170,-75.56360,64.3,NAV CANADA,NC-AWOS,AUTO,Quebec
CYND,Ottawa/Gatineau,,7032682,45.52170,-75.56360,64.3,NAV CANADA,NC-HWOS,MAN,Quebec
CYNE,Norway House,71410,5062040,53.95830,-97.84420,223.7,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYNJ,Langley Regional,,1104570,49.10080,-122.63100,10.4,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYNM,Matagami,71947,7094636,49.76170,-77.80280,279.8,NAV CANADA,NC-AWOS,AUTO,Quebec
CYOC,Old Crow,,2100807,67.57010,-139.84000,248.7,NAV CANADA,NC-AWOS,AUTO,Yukon
CYOD,Cold Lake,71120,3081680,54.41,-110.28,541,,,MAN,Alberta
CYOJ,High Level,71066,3073140,58.62160,-117.16500,338.0,NAV CANADA,NC-AWOS,AUTO,Alberta
CYOJ,High Level,71066,3073141,58.62160,-117.16500,338.0,NAV CANADA,NC-HWOS,MAN,Alberta
CYOO,Oshawa Executive Airport,71697,6155875,43.92280,-78.89670,140.2,NAV CANADA,NC-AWOS,AUTO,Ontario
CYOW,Ottawa/Macdonald-Cartier Interna,71628,6106001,45.32250,-75.66730,114.9,NAV CANADA,NC-HWOS,MAN,Ontario
CYOY,Valcartier,71716,7018574,46.90,-71.50,168,,,MAN,Quebec
CYPA,Prince Albert (Glass Field),71869,4056241,53.21460,-105.67300,428.2,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYPC,Paulatuk (Nora Aliqatchialuk Rub,,2203055,69.36070,-124.07600,4.6,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYPC,Paulatuk (Nora Aliqatchialuk Rub,,2203056,69.36070,-124.07600,4.6,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYPD,Port Hawkesbury,71041,8204495,45.65670,-61.36810,113.7,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYPE,Peace River,71068,3075041,56.22730,-117.44700,570.6,NAV CANADA,NC-AWOS,AUTO,Alberta
CYPG,Portage Southport,,5012320,49.90,-98.27,270,,,MAN,Manitoba
CYPH,Inukjuak,71306,7103280,58.47190,-78.07690,26.2,NAV CANADA,NC-AWOS,AUTO,Quebec
CYPK,Pitt Meadows,,110617P,49.21610,-122.71300,3.7,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYPL,Pickle Lake,71845,6016528,51.44640,-90.21420,386.5,NAV CANADA,NC-AWOS,AUTO,Ontario
CYPO,Peawanuck,,6016298,54.98810,-85.44330,52.7,NAV CANADA,NC-AWOS,AUTO,Ontario
CYPQ,Peterborough,71436,6166415,44.23050,-78.36320,191.4,NAV CANADA,NC-AWOS,AUTO,Ontario
CYPR,Prince Rupert,71022,1066482,54.28590,-130.44500,35.4,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYPW,Powell River,,1046396,49.83410,-124.50000,129.5,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYPW,Powell River,,1046395,49.83410,-124.50000,129.5,NAV CANADA,NC-HWOS,MAN,British Columbia
CYPX,Puvirnituq,,7106223,60.05210,-77.28760,25.3,NAV CANADA,NC-AWOS,AUTO,Quebec
CYPY,Fort Chipewyan,71305,3072655,58.76720,-111.11700,232.0,NAV CANADA,NC-AWOS,AUTO,Alberta
CYQA,Muskoka,71532,6115529,44.97470,-79.30330,281.0,NAV CANADA,NC-AWOS,AUTO,Ontario
CYQB,Quebec/Jean Lesage  Internationa,,7016293,46.79120,-71.39330,74.4,NAV CANADA,NC-HWOS,MAN,Quebec
CYQD,The Pas,71867,5052882,53.97130,-101.09100,270.7,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYQF,Red Deer Regional,71878,3025484,52.18230,-113.89400,904.6,NAV CANADA,NC-AWOS,AUTO,Alberta
CYQG,Windsor,71538,6139530,42.27560,-82.95560,189.6,NAV CANADA,NC-AWOS,AUTO,Ontario
CYQH,Watson Lake,,2101202,60.11640,-128.82200,687.3,NAV CANADA,NC-AWOS,AUTO,Yukon
CYQH,Watson Lake,,2101201,60.11640,-128.82200,687.3,NAV CANADA,NC-HWOS,MAN,Yukon
CYQI,Yarmouth,71603,8206496,43.83250,-66.08610,42.7,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYQI,Yarmouth,71603,8206495,43.83250,-66.08610,42.7,NAV CANADA,NC-HWOS,MAN,Nova Scotia
CYQK,Kenora,71850,6034076,49.78830,-94.36310,409.7,NAV CANADA,NC-HWOS,MAN,Ontario
CYQL,Lethbridge,71267,3033875,49.63030,-112.80000,929.3,NAV CANADA,NC-AWOS,AUTO,Alberta
CYQL,Lethbridge,71267,3033881,49.63030,-112.80000,929.3,NAV CANADA,NC-HWOS,MAN,Alberta
CYQM,Moncton/Greater Moncton Romeo Le,71705,8103202,46.11610,-64.67860,70.7,NAV CANADA,NC-AWOS,AUTO,New Brunswick
CYQM,Moncton/Greater Moncton Romeo Le,71705,8103201,46.11610,-64.67860,70.7,NAV CANADA,NC-HWOS,MAN,New Brunswick
CYQQ,Comox,71893,1021830,49.71,-124.89,26,,,MAN,British Columbia
CYQR,Regina International,,4016566,50.43220,-104.66600,577.6,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYQT,Thunder Bay,71072,6048260,48.37200,-89.32170,199.3,NAV CANADA,NC-AWOS,AUTO,Ontario
CYQT,Thunder Bay,71072,6048262,48.37200,-89.32170,199.3,NAV CANADA,NC-HWOS,MAN,Ontario
CYQU,Grande Prairie,71940,3072921,55.18000,-118.88500,669.3,NAV CANADA,NC-HWOS,MAN,Alberta
CYQV,Yorkton,71292,4019075,51.26480,-102.46100,498.3,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYQW,North Battleford,71876,4045695,52.76920,-108.24400,548.3,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYQX,Gander International,71803,8401703,48.93700,-54.56810,151.2,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYQY,Sydney/J.A. Douglas McCurdy,71707,8205703,46.16140,-60.04810,61.9,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYQY,Sydney/J.A. Douglas McCurdy,71707,8205701,46.16140,-60.04810,61.9,NAV CANADA,NC-HWOS,MAN,Nova Scotia
CYQZ,Quesnel,71192,1096629,53.02610,-122.51000,545.0,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYRA,Gameti/Rae Lakes,,2203365,64.11610,-117.31000,218.2,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYRB,Resolute Bay,71924,2403497,74.71690,-94.96930,67.7,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYRB,Resolute Bay,71924,2403498,74.71690,-94.96930,67.7,NAV CANADA,NC-HWOS,MAN,Nunavut
CYRC,Chicoutimi/St-Honore,,706G3J7,48.52080,-71.05060,165.8,NAV CANADA,NC-AWOS,AUTO,Quebec
CYRJ,Roberval,71728,7066687,48.52000,-72.26580,178.6,NAV CANADA,NC-AWOS,AUTO,Quebec
CYRJ,Roberval,71728,7066686,48.52000,-72.26580,178.6,NAV CANADA,NC-HWOS,MAN,Quebec
CYRL,Red Lake,71854,6016971,51.06710,-93.79300,385.8,NAV CANADA,NC-AWOS,AUTO,Ontario
CYRL,Red Lake,71854,6016970,51.06710,-93.79300,385.8,NAV CANADA,NC-HWOS,MAN,Ontario
CYRQ,Trois-Rivieres,,7018561,46.35160,-72.68050,60.6,NAV CANADA,NC-AWOS,AUTO,Quebec
CYRT,Rankin Inlet,71083,2303405,62.81070,-92.11460,32.3,NAV CANADA,NC-HWOS,MAN,Nunavut
CYRV,Revelstoke,71685,1176745,50.96690,-118.18400,444.1,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYSB,Sudbury,71730,6068153,46.62550,-80.79780,348.4,NAV CANADA,NC-HWOS,MAN,Ontario
CYSC,Sherbrooke,71610,7028123,45.43860,-71.69140,241.4,NAV CANADA,NC-AWOS,AUTO,Quebec
CYSF,Stony Rapids,71132,4067799,59.25030,-105.84100,244.1,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYSJ,Saint John,71609,8104901,45.31620,-65.89010,108.8,NAV CANADA,NC-HWOS,MAN,New Brunswick
CYSK,Sanikiluaq,,2303660,56.53690,-79.25010,33.5,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYSM,Fort Smith,71934,2202203,60.02030,-111.96200,205.1,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYSM,Fort Smith,71934,2202201,60.02030,-111.96200,205.1,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYSN,St. Catharines/Niagara District,,6137304,43.19170,-79.17170,98.1,NAV CANADA,NC-AWOS,AUTO,Ontario
CYSN,St. Catharines/Niagara District,,6137286,43.19170,-79.17170,98.1,NAV CANADA,NC-HWOS,MAN,Ontario
CYSP,Marathon,,6044967,48.75530,-86.34440,314.6,NAV CANADA,NC-AWOS,AUTO,Ontario
CYSP,Marathon,,6044963,48.75530,-86.34440,314.6,NAV CANADA,NC-HWOS,MAN,Ontario
CYSY,Sachs Harbour (David Nasogaluak,,2503649,71.99370,-125.24100,86.3,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYSY,Sachs Harbour (David Nasogaluak,,2503651,71.99370,-125.24100,86.3,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYTE,Kinngait,71366,2400637,64.23020,-76.52490,48.2,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYTE,Kinngait,71366,2400633,64.23020,-76.52490,48.2,NAV CANADA,NC-HWOS,MAN,Nunavut
CYTH,Thompson,71079,5062921,55.80330,-97.86250,224.0,NAV CANADA,NC-HWOS,MAN,Manitoba
CYTL,Big Trout Lake,71675,6010735,53.81790,-89.89690,222.5,NAV CANADA,NC-AWOS,AUTO,Ontario
CYTQ,Tasiujaq,,7118366,58.66780,-69.95580,36.8,NAV CANADA,NC-AWOS,AUTO,Quebec
CYTQ,Tasiujaq,,7118365,58.66780,-69.95580,36.8,NAV CANADA,NC-HWOS,MAN,Quebec
CYTR,Trenton,71621,6158875,44.12,-77.53,86,,,MAN,Ontario
CYTS,Timmins (Victor M. Power),71739,6078286,48.57070,-81.37660,295.0,NAV CANADA,NC-HWOS,MAN,Ontario
CYTZ,Billy Bishop Toronto City Airpor,71265,6158359,43.62740,-79.39620,76.8,NAV CANADA,NC-AWOS,AUTO,Ontario
CYUB,Tuktoyaktuk/James Gruben,,2203911,69.43320,-133.02600,4.3,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYUB,Tuktoyaktuk/James Gruben,,2203913,69.43320,-133.02600,4.3,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYUL,Montreal/Trudeau International,71627,7025251,45.47050,-73.74090,36.0,NAV CANADA,NC-HWOS,MAN,Quebec
CYUT,Naujaat,,2403495,66.52070,-86.22470,22.8,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYUT,Naujaat,,2403491,66.52070,-86.22470,22.8,NAV CANADA,NC-HWOS,MAN,Nunavut
CYUX,Sanirajak,71293,2402354,68.77580,-81.24240,9.1,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYUX,Sanirajak,71293,2402356,68.77580,-81.24240,9.1,NAV CANADA,NC-HWOS,MAN,Nunavut
CYUY,Rouyn-Noranda,,7086719,48.20620,-78.83560,301.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYVC,La Ronge,71922,4064155,55.15140,-105.26200,379.2,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYVL,Colville Lake/Tommy Kochon,,2200827,67.02110,-126.12900,274.0,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYVM,Qikiqtarjuaq,71338,2400577,67.54660,-64.03160,5.5,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYVM,Qikiqtarjuaq,71338,2400576,67.54660,-64.03160,5.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYVO,Val d'Or,71941,7098605,48.05330,-77.78280,336.8,NAV CANADA,NC-AWOS,AUTO,Quebec
CYVO,Val d'Or,71941,7098606,48.05330,-77.78280,336.8,NAV CANADA,NC-HWOS,MAN,Quebec
CYVP,Kuujjuaq,71906,7113535,58.09610,-68.42690,39.9,NAV CANADA,NC-HWOS,MAN,Quebec
CYVQ,Norman Wells,71043,2202801,65.28130,-126.79900,72.2,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYVR,Vancouver International,71892,1108395,49.19470,-123.18400,4.0,NAV CANADA,NC-HWOS,MAN,British Columbia
CYVT,Buffalo Narrows,,4060988,55.84190,-108.41800,433.7,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYVV,Wiarton,71633,6119498,44.74580,-81.10720,221.9,NAV CANADA,NC-AWOS,AUTO,Ontario
